Our_ID,Native_id,gst_number,Company Name,Category(Search),Entity,Functionalities,Address,HQ_Country_City_Address,profile_url,catalog_mobile_url,Year_Of_Establishment,Ownership_Type,Employee_Size,Revenue_Range,Main_Channels,Markets_Served,Sustainability_Traceability_Notes,Certifications,Confidence_Rating,Key_Contact_Person_Designation,Key_Contact_Person,email,Production_Sites,Export_Destinations,Key_Clients,Source_URLs ,Collection_Date,Recent_News,Short_Overview,Product_Portfolio,map_url
,38113499,07AANCS7643D1Z4,SAGA AGROCHEM PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Supplier | Distributor,"Plot No 256, 2nd Floor, H- 9, Vardhman Corporate, Delhi, Delhi, 110034, India",,/saga-agrochem-private-limited-38113499/,,,,,,,,,,,Marketing Manager,Mr. Lakshmi  Tatawat,lakshmitatawat03@yahoo.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Saga Agrochem Private Limited+Plot+No+256,+2nd+Floor,+H-+9,+Vardhman+Corporate,+Delhi+Delhi+110034+India"
,35942729,23ABEFM9292M1ZP,Maa Rewa Soya Food Product,Amino Acids manufacturer,Raw material,Trader | Supplier,"B No 1558/1, NH-7, Gandhigram, Katni, Madhya Pradesh, 483222, India",,/maa-rewa-soya-food-product-35942729/,,,,10,,,,,,,Proprietor,Mr. Deepak  Sharma,deepaksharma82@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Maa Rewa Soya Food Product+B+No+1558/1,+NH-7,+Gandhigram,+Katni+Madhya Pradesh+483222+India"
,40007824,08DBOPM8482C1Z6,Narayan Trading Company,Amino Acids manufacturer,Raw material,Trader,"SAINTHALROAD, DURGA MANDIR KE SAMNE, Dausa, Rajasthan, 303303, India",,/narayan-trading-company-40007824/,,,,10,,,,,,,PROPRIETOR,Mr. Jitendra  Tiwari ,jitendratiwari87@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Narayan Trading Company+SAINTHALROAD,+DURGA+MANDIR+KE+SAMNE,+Dausa+Rajasthan+303303+India"
,37780024,07AABCH9136Q1Z0,HCM Agro Products Private Limited,Amino Acids manufacturer,Raw material,Trader,"RR-29, First Floor, Mianwali Nagar, Paschim Vihar,

 New Delhi, Delhi, 110087, India",,/hcm-agro-products-private-limited-37780024/,,,,15,,,,,,,Manager,Ms. Shweta,shweta@hcmagroproducts.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Hcm Agro Products Private Limited+RR-29,+First+Floor,+Mianwali+Nagar,+Paschim+Vihar,\015\012\015\012+New Delhi+Delhi+110087+India"
,37468827,10AACCU2923M1ZI,URWARDHARA AGRO PVT.LTD,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"Nh - 28, Near Aarna Ford Car Agency, Bibiganj, Sadar,  Muzaffarpur, Bihar, 842002, India",,/urwardhara-agro-pvt-ltd-37468827/,,,,2000,,,,,,,Proprietor,Mr. Ajit  Kumar,nflajitk@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Urwardhara Agro Pvt.Ltd+Nh+-+28,+Near+Aarna+Ford+Car+Agency,+Bibiganj,+Sadar,+Muzaffarpur+Bihar+842002+India"
,38523118,27AAFCN4683A1ZJ,NOVARC ORGANICS LIMITED,Amino Acids manufacturer,Raw material,Manufacturer,"S. No. 29/2, Dhayreshwar Industrial Estate, Narhe Dhayari Road, Pune, Maharashtra, 411041, India",,/novarc-organics-limited-38523118/,,,,101,,,,,,,Director,Ms Prachi Bhalerao,novarcorganiicslimited@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Novarc Organics Limited+S.+No.+29/2,+Dhayreshwar+Industrial+Estate,+Narhe+Dhayari+Road,+Pune+Maharashtra+411041+India"
,38578849,27CFKPM7589F1ZR,TAN PROTEIN STORE,Amino Acids manufacturer,Raw material,Trader | Supplier,"SR.NO-228/01, FLAT NO- B-1 1, DIGHI ROAD, BHOSARI, Pune, Maharashtra, 411039, India",,/tan-protein-store-38578849/,,,,2,,,,,,,Proprietor,Mr. Suyash,srishasheregar5529@rediffmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Tan Protein Store+SR.NO-228/01,+FLAT+NO-+B-1+1,+DIGHI+ROAD,+BHOSARI,+Pune+Maharashtra+411039+India"
,38485936,09AULPM4835C1ZI,PRABHA ENTERPRISES,Amino Acids manufacturer,Raw material,Trader,"8/155 - C, Newada, Sunderpur, Varanasi, Uttar Pradesh, 221005, India",,/prabha-enterprises-38485936/,,,,4,,,,,,,Proprietor,Mr. Brijesh Mishra,prabhaenterprises@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Prabha Enterprises+8/155+-+C,+Newada,+Sunderpur,+Varanasi+Uttar Pradesh+221005+India"
,36830233,27AAACZ1513C1ZT,ZUVENTUS HEALTHCARE LTD,Amino Acids manufacturer,Raw material,Distributor,"T-184, Near Bhosari Police Station, Bhosari MIDC., Pune, Maharashtra, 411026, India",,/zuventus-healthcare-ltd-36830233/,,,,10,,,,,,,Sales Manager,Mr. Raj Rishi Gupta,rajrishi.gupta@zuventus.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Zuventus Healthcare Ltd+T-184,+Near+Bhosari+Police+Station,+Bhosari+MIDC.,+Pune+Maharashtra+411026+India"
,38543196,09FVIPS9176R1Z1,ANANYA SPORTS AND NUTRITIONS,Amino Acids manufacturer,Raw material,Manufacturer,"Shop No 1, Gokul Vihar, Rohta Road Meerut, Uttar Pradesh, 250002, India",,/ananya-sports-nutritions-38543196/,,,,1,,,,,,,Proprietor,Mr. Arun Sangwan,mmfitnesswoldgym@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Ananya Sports and Nutritions+Shop+No+1,+Gokul+Vihar,+Rohta+Road+Meerut+Uttar Pradesh+250002+India"
,38530211,24AGXPP1259M1ZN,SHREE RAM KHETSEVA KUTIR,Amino Acids manufacturer,Raw material,Trader | Supplier,"No. 6, Part At Bareja, Tal. Daskroi, Ahmedabad, Gujarat, 382425, India",,/shree-ram-khetseva-kutir-38530211/,,,,7,,,,,,,Proprietor,Mr. Kinnar Patel,kinnar_32692@yahoo.co.in,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Shree Ram Khetseva Kutir+No.+6,+Part+At+Bareja,+Tal.+Daskroi,+Ahmedabad+Gujarat+382425+India"
,38349434,27AJGPD2820G1ZN,Balaji Fertilizer,Amino Acids manufacturer,Raw material,Manufacturer | Trader,"Palus, Infront Of New Bus Stand, Sangli, Maharashtra, 416310, India",,/balaji-fertilizer-38349434/,,,,5,,,,,,,proprietorship,Mr. Devale  Ganesh,devaleshriganesh@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Balaji Fertilizer+Palus,+Infront+Of+New+Bus+Stand,+Sangli+Maharashtra+416310+India"
,28193875,06APGPG5849C1Z1,CYNAK HEALTHCARE,Amino Acids manufacturer,Raw material,Manufacturer | Trader | Supplier | Distributor,"SCO 231, 2nd Floor, Sector 20, Panchkula, Haryana, 134117, India",,/cynak-healthcare-28193875/,https://cynakhealthcare.tradeindia.com/,,,50,Rs 25 Crores,,,,,,CEO,Mr Sunny Gupta,cynakhealthcare@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Cynak Healthcare+SCO+231,+2nd+Floor,+Sector+20,+Panchkula+Haryana+134117+India"
,27240642,08ANXPA4942M3ZB,Pharma Biological,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"G-104, Riico Industrial Area, Prahladpura, Tonk Road,  Jaipur, Rajasthan, 302022, India",,/pharma-biological-27240642/,,,,50,,,,,,,Production Manager,Mr. Lokesh Jangid,jangidlokesh152@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Pharma Biological+G-104,+Riico+Industrial+Area,+Prahladpura,+Tonk+Road,+Jaipur+Rajasthan+302022+India"
,28615820,24AMBPS5903R1ZK,S M ENTERPRISE,Amino Acids manufacturer,Raw material,Supplier | Distributor,"No. D/20, Navkar App., Nr Cbi,  Vastrapur Road, Monapark, Vejalpur, Ahmedabad, Gujarat, 380051, India",,/s-m-enterprise-28615820/,,,,,,,,,,,CEO,MR  MITESH SHAH,smenterprise2728@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=S M Enterprise+No.+D/20,+Navkar+App.,+Nr+Cbi,+Vastrapur+Road,+Monapark,+Vejalpur,+Ahmedabad+Gujarat+380051+India"
,27841119,,Ashirvad,Amino Acids manufacturer,Raw material,Distributor,"Desalpar vandhay  Bhuj, Gujarat, 3700001, India",,/ashirvad-27841119/,,,,,,,,,,,,Jinesh Patel,jineshmakani98@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,https://maps.google.com/?q=Ashirvad+Desalpar+vandhay+Bhuj+Gujarat+3700001+India
,36664798,24ABTFA5135G1ZF,Ahem Lifecare LLP,Amino Acids manufacturer,Raw material,Manufacturer | Service Provider,"BNo 518/1, B/H, UJALA AVENUE. OPP, VISHALA HOTEL, NEAR. VISHALA CIRCLE, Ahmedabad, Gujarat, 380055, India",,/ahem-lifecare-llp-36664798/,,,,,,,,,"Central FSSAI, GMP, ISO 9001:2005, Halal Compliance Manufacturing Unit",,Director,Mr Asad Khan,asad.ahemlifecare@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Ahem Lifecare Llp+BNo+518/1,+B/H,+UJALA+AVENUE.+OPP,+VISHALA+HOTEL,+NEAR.+VISHALA+CIRCLE,+Ahmedabad+Gujarat+380055+India"
,9777603,,Uniwin Crop Care,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"Plot No. 141, Jamwadi GIDC, Near National Highway 8b, Gondal, Gujarat, 360311, India",,/uniwin-crop-care-9777603/,,,,,,,,,,,,Mr. Dharmendra  Rajani Patel,uniwincropcare@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Uniwin Crop Care+Plot+No.+141,+Jamwadi+GIDC,+Near+National+Highway+8b,+Gondal+Gujarat+360311+India"
,10612379,,CHEER PHARMA,Amino Acids manufacturer,Raw material,Manufacturer | Exporter,"s g highway,  Ahmedabad, Gujarat, 380015, India",,/cheer-pharma-10612379/,,,,10,Rs 100 Lakhs,,,,,,PRESIDENT,Mr. CHIRAG ACHARYA,cheerpharmavet@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Cheer Pharma+s+g+highway,+Ahmedabad+Gujarat+380015+India"
,34871951,06AVMPJ6656L1ZY,Atlantic KR Bio Industries,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"Plot No - 177, Food Park, Saha, Ambala, Haryana, 133104, India",,/atlantic-kr-bio-industries-34871951/,,,,,,,,,,,Proprietor,Mr. Jatin Chugh,chugh.jatin1@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Atlantic Kr Bio Industries+Plot+No+-+177,+Food+Park,+Saha,+Ambala+Haryana+133104+India"
,33929463,,RAPCL,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"104, Lotus Apartment, Hazratganj, Lucknow, Uttar Pradesh, 226001, India",,/rapcl-33929463/,,,,,,,,,,,,Arun,rainbowhrd.ho@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Rapcl+104,+Lotus+Apartment,+Hazratganj,+Lucknow+Uttar Pradesh+226001+India"
,30696606,37DRRPK9727D1Z7,Farmigo Agro Tech,Amino Acids manufacturer,Raw material,Manufacturer,"4-146/A, Bankers Colony, Pudipatla, Tirupati, Andhra Pradesh, 517505, India",,/farmigo-agro-tech-30696606/,,,,8,Rs 50 Lakhs,,,,,,Managing Director,Mrs Keerthi Reddy,farmigoagro@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Farmigo Agro Tech+4-146/A,+Bankers+Colony,+Pudipatla,+Tirupati+Andhra Pradesh+517505+India"
,33798952,,Madhav Traders,Amino Acids manufacturer,Raw material,Trader,"Madhav Traders, Link Road, Ward No.3, Tehsil Sironj, Dist. Vidisha, Sironj, Madhya Pradesh, 464228, India",,/madhav-traders-33798952/,,,,1,,,,,,,,Ashish Dubey,dubeyashish5478@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Madhav Traders+Madhav+Traders,+Link+Road,+Ward+No.3,+Tehsil+Sironj,+Dist.+Vidisha,+Sironj+Madhya Pradesh+464228+India"
,13255156,24AAKFP3639E1ZA,Pruthvi Dhara Crop Care Pvt. Ltd.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor,"UL -15/16, First Floor, Pattni Plaza, Devu baug Road, Near Nilambaug Circle, Bhavnagar, Gujarat, 364002, India",,/pruthvi-dhara-crop-care-pvt-ltd-13255156/,,,,200,Rs 50 Crores,,,,ISO 9001:2015,,Proprietor,Mr Mukesh  M Joshi,prutvi.joshi@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Pruthvi Dhara Crop Care Pvt. Ltd.+UL+-15/16,+First+Floor,+Pattni+Plaza,+Devu+baug+Road,+Near+Nilambaug+Circle,+Bhavnagar+Gujarat+364002+India"
,32294150,,Life Check Pharmacy,Amino Acids manufacturer,Raw material,Supplier | Distributor,"Vill+Post- Sujapur, Near- Sujapur Girls School, P.S.- Kaliachak,  Malda, West Bengal, 732101, India",,/life-check-pharmacy-32294150/,,,,,,,,,,,Proprietor,Mr. MD. Wahedur Rahman,wahedurrahmanmld2016@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Life Check Pharmacy+Vill+Post-+Sujapur,+Near-+Sujapur+Girls+School,+P.S.-+Kaliachak,+Malda+West Bengal+732101+India"
,12326478,24AAKFG9287B1Z9,Gujarat Kisan Fertilizers Co.,Amino Acids manufacturer,Raw material,Trader,"City Road, Near Bus Stand, Kalavad Rajkot, Gujarat, 360001, India",,/gujarat-kisan-fertilizers-co-12326478/,,,,,,,,,,,Manager,Mr. Vijay Bhai,gujaratkishanfertilizersco@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Gujarat Kisan Fertilizers Co.+City+Road,+Near+Bus+Stand,+Kalavad+Rajkot+Gujarat+360001+India"
,30650086,,UBIQUE PHARMACEUTICALS,Amino Acids manufacturer,Raw material,Supplier | Distributor,"Ranaghat Road, Opp- Aheli Community Center, Dist- Nadia,  Ranaghat, West Bengal, 741201, India",,/ubique-pharmaceuticals-30650086/,,,,,,,,,,,Proprietor,Mr. Babulal Sarkar,ubiquepharmaceuticals@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Ubique Pharmaceuticals+Ranaghat+Road,+Opp-+Aheli+Community+Center,+Dist-+Nadia,+Ranaghat+West Bengal+741201+India"
,33691546,,Pragati Biocare Pvt. Ltd,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Service Provider,,,/pragati-biocare-pvt-ltd-33691546/,,,,,,,,,"ISO 9001:2008, HACCP, FSSAI, WHO-GMP, ISO 22000:2005, ",,Director,Mr Sudhir Jain,,,,,https://www.tradeindia.com/,19-11-2025,,,,
,31255035,19ANCPV6443P2Z3,V Leaf Tea,Amino Acids manufacturer,Raw material,Supplier | Distributor,"206, Bireswar Banerjee Street, Hindmotor,  Hooghly, West Bengal, 712232, India",,/v-leaf-tea-31255035/,,,,,,,,,,,Proprietor,Mr. Sanjiv Verma,sanjiv.verma333@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=V Leaf Tea+206,+Bireswar+Banerjee+Street,+Hindmotor,+Hooghly+West Bengal+712232+India"
,31356403,07AAICM9871C1Z7,Maxichem Healthcare Pvt. Ltd.,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"105, Fist Floor, Vardhman Grand Market, Sector 3, Dwarka, New Delhi, Delhi, 110078, India",,/maxichem-healthcare-pvt-ltd-31356403/,,,,,,,,,,,Manager,Mr. Pankaj,maxichemhealthcare@yahoo.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Maxichem Healthcare Pvt. Ltd.+105,+Fist+Floor,+Vardhman+Grand+Market,+Sector+3,+Dwarka,+New Delhi+Delhi+110078+India"
,277986,27AABCM5926F1ZI,MERCURY HEALTHCARE PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader,"4, Khaitan Chambers, 2nd Floor., 143-145, Modi Street, Fort, Mumbai, Maharashtra, 400001, India",,/mercury-healthcare-private-limited-277986/,,,,12,Rs 20 Crores,,,,,,,Pralhad Patil,pralhad.p@mercuryhealthcare.net,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Mercury Healthcare Private Limited+4,+Khaitan+Chambers,+2nd+Floor.,+143-145,+Modi+Street,+Fort,+Mumbai+Maharashtra+400001+India"
,31338082,,Rohit Enterprise,Amino Acids manufacturer,Raw material,Supplier | Distributor,"Vill+Post+P.S.- Khargram, Dist- Murshidabad,  Nabagram, West Bengal, 742184, India",,/rohit-enterprise-31338082/,,,,,,,,,,,Proprietor,Mr. Asif Hossain,asifh2017@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Rohit Enterprise+Vill+Post+P.S.-+Khargram,+Dist-+Murshidabad,+Nabagram+West Bengal+742184+India"
,33376116,04AADFL7870J1Z3,Lifevision Healthcare,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"PLOT NO 11-12, DANIK BHASKAR BUILDING,
SECTOR 25-D, Chandigarh, Chandigarh, 160014, India",,/lifevision-healthcare-33376116/,,,,,,,,,,,Business Development Manager,Ms. Zoya Khan,web@lifevisionhealthcarechd.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Lifevision Healthcare+PLOT+NO+11-12,+DANIK+BHASKAR+BUILDING,\015\012SECTOR+25-D,+Chandigarh+Chandigarh+160014+India"
,30427747,09AABCY2375G1Z5,Yuvameds Healthcare & Pharmaceuticals Pvt. Ltd.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor,"No A-61, Sector-16, Noida, Uttar Pradesh, 201301, India",,/yuvameds-healthcare-pharmaceuticals-pvt-ltd-30427747/,,,,20,Rs 50 Lakhs,,,,,,Vice President,Mr Rajiv Dixit,yuvameds@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Yuvameds Healthcare & Pharmaceuticals Pvt. Ltd.+No+A-61,+Sector-16,+Noida+Uttar Pradesh+201301+India"
,7412301,,Gloria Exports Pvt Ltd,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Supplier | Distributor,"227, National Association, Wadala, Mumbai, Maharashtra, 400037, India",,/gloria-exports-pvt-ltd-7412301/,,,,10,Rs 20 Crores,,,,,,Director,Mr. Ronald Dsouza,info@gloriaexports.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Gloria Exports Pvt Ltd+227,+National+Association,+Wadala,+Mumbai+Maharashtra+400037+India"
,27994562,29AAHCC2884L1Z2,Cropg1 Agro Research & Development Pvt Ltd,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier,"1/145, 11th Cross A Road, Peenya 2nd Stage, Balaji Nagar, Vaddarapalya, Ragavendra Industrial Estate, Bengaluru, Karnataka, 560058, India",,/cropg1-agro-research-development-pvt-ltd-27994562/,,,,25,Rs 5 Crores,,,,ISO 45001: 2018; ISO 9001: 2015,,Chief Marketing Officer,Ms Nithya,leads.cropg1@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Cropg1 Agro Research & Development Pvt Ltd+1/145,+11th+Cross+A+Road,+Peenya+2nd+Stage,+Balaji+Nagar,+Vaddarapalya,+Ragavendra+Industrial+Estate,+Bengaluru+Karnataka+560058+India"
,32988048,27AAGCD0634A1Z9,DRISHTEE CHEMICALS PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer,"A-23, B-2, Flatted Building, M.i.d.c. Hingna,  Nagpur, Maharashtra, 440016, India",,/drishtee-chemicals-private-limited-32988048/,,,,10,Rs 2 Crores,,,,,,Director,Mr LOMESH  SHUKRACHARYA  PADOLE,info.drishteechemicals@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Drishtee Chemicals Private Limited+A-23,+B-2,+Flatted+Building,+M.i.d.c.+Hingna,+Nagpur+Maharashtra+440016+India"
,30970310,,New Ravi Krishi Sewa Kendra,Amino Acids manufacturer,Raw material,Trader | Supplier,"Near Canara Bank, Rajghat Road, Tahsil Biora, Rajgarh, Madhya Pradesh, 465674, India",,/new-ravi-krishi-sewa-kendra-30970310/,,,,5,,,,,,,Proprietor,Mr. Ravi Yadav,raviyadav8817@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=New Ravi Krishi Sewa Kendra+Near+Canara+Bank,+Rajghat+Road,+Tahsil+Biora,+Rajgarh+Madhya Pradesh+465674+India"
,32751352,,Royal Agri Chemicals & Fertilizers Pvt. Ltd.,Amino Acids manufacturer,Raw material,Manufacturer | Supplier,"204, Shyam Prabhu-2, Karanpara main Road, Near RMC, B/h. ST Bus stand, Rajkot, Gujarat, 360001, India",,/royal-agri-chemicals-fertilizers-pvt-ltd-32751352/,,,,50,Rs 50 Lakhs,,,,,,,Mr. Kaushik Mehta,royalagrichemicalsfertilizer@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Royal Agri Chemicals & Fertilizers Pvt. Ltd.+204,+Shyam+Prabhu-2,+Karanpara+main+Road,+Near+RMC,+B/h.+ST+Bus+stand,+Rajkot+Gujarat+360001+India"
,31440409,,Shri Ram Krishi Kendra,Amino Acids manufacturer,Raw material,Trader,"Near Bus Stand, Athner, Dist. -, Betul, Madhya Pradesh, 460110, India",,/shri-ram-krishi-kendra-31440409/,,,,5,,,,,,,Proprietor,Mr. Ashish Amrute,amrute01@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Shri Ram Krishi Kendra+Near+Bus+Stand,+Athner,+Dist.+-,+Betul+Madhya Pradesh+460110+India"
,29548188,36AAGCN0239D1ZT,NR CHEMBIOSCIENCES PVT LTD,Amino Acids manufacturer,Raw material,Exporter | Supplier | Distributor,,,/nr-chembiosciences-pvt-ltd-29548188/,,,,,,,,,,,,,info@nrchembio.com,,,,https://www.tradeindia.com/,19-11-2025,,,,
,30794813,,Care Pharmacy,Amino Acids manufacturer,Raw material,Distributor,"Gunja Mehesana, Visnagar, Opposite Savala Darwaja, Visnagar, Gujarat, 384315, India",,/care-pharmacy-30794813/,,,,,,,,,,,Proprietor,Mr. Dignesh  Patel,carepharmacyindia@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Care Pharmacy+Gunja+Mehesana,+Visnagar,+Opposite+Savala+Darwaja,+Visnagar+Gujarat+384315+India"
,30439879,,Jalaram Agro,Amino Acids manufacturer,Raw material,Distributor,"Jalaram Mandir Road, Kareli Baug, Vadodara, Gujarat, 390018, India",,/jalaram-agro-30439879/,,,,,,,,,,,Proprietor,Keyur Patel,vadodara18@yahoo.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Jalaram Agro+Jalaram+Mandir+Road,+Kareli+Baug,+Vadodara+Gujarat+390018+India"
,32629584,09AAACY5793M1ZH,Yash Automation Pvt. Ltd.,Amino Acids manufacturer,Raw material,Trader | Service Provider,"Plot Number - 38, Hindon Vihar, Street No. 3, Meerut Road, Ghaziabad, Uttar Pradesh, 201003, India",,/yash-automation-pvt-ltd-32629584/,,,,10,Rs 6 Crores,,,,,,,Mr. Anuj Tyagi,info.thehulkseries@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Yash Automation Pvt. Ltd.+Plot+Number+-+38,+Hindon+Vihar,+Street+No.+3,+Meerut+Road,+Ghaziabad+Uttar Pradesh+201003+India"
,29701550,,Indian Medicos,Amino Acids manufacturer,Raw material,Trader | Supplier,"Shop No. 1 a 15, Main Road, Dilshad Colony, Delhi, Delhi, 110095, India",,/indian-medicos-29701550/,,,,,,,,,,,Partner,Mr. Pradeep Goyal,info@indianmedicos.in,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Indian Medicos+Shop+No.+1+a+15,+Main+Road,+Dilshad+Colony,+Delhi+Delhi+110095+India"
,30736186,,Matri Bhandar,Amino Acids manufacturer,Raw material,Supplier | Distributor,"Natun Rastar More, Dist- 24 Parganas South,  Kakdwip, West Bengal, 743374, India",,/matri-bhandar-30736186/,,,,,,,,,,,Proprietor,Mr. Asim Kumar Sahoo,asimkumarsahoo91@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Matri Bhandar+Natun+Rastar+More,+Dist-+24+Parganas+South,+Kakdwip+West Bengal+743374+India"
,29554504,,SS Healthcare,Amino Acids manufacturer,Raw material,Manufacturer,"D no - 5-5-35/3, Plot no.47, Prasanthi Nagar, 47, APIIC Road, IDA Kukatpally, Hyderabad, Telangana, 500072, India",,/ss-healthcare-29554504/,,,,,,,,,,,Proprietor,Mr Nagaraj,sshealthcarehyd@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Ss Healthcare+D+no+-+5-5-35/3,+Plot+no.47,+Prasanthi+Nagar,+47,+APIIC+Road,+IDA+Kukatpally,+Hyderabad+Telangana+500072+India"
,31226517,03BDJPJ7785A1ZM,Greenwell Lifesciences,Amino Acids manufacturer,Raw material,Manufacturer | Service Provider,"Plot no 249, Hansa Park, Ind Area, Mohali, Mohali, Punjab, 140507, India",,/greenwell-lifesciences-31226517/,,,,25,Rs 5 Crores,,,,ISO 9001:2015,,,Ms Himani,greenwelllifesciences@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Greenwell Lifesciences+Plot+no+249,+Hansa+Park,+Ind+Area,+Mohali,+Mohali+Punjab+140507+India"
,11829235,07AAHCB0517F1Z4,Bandhuja Agrofusion Pvt. Ltd.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier,"Biotech Park, Bulinding B2, Sector G, Kursi Road, Lucknow, Uttar Pradesh, 226021, India",,/bandhuja-agrofusion-pvt-ltd-11829235/,,,,50,Rs 5 Crores,,,,,,Dirctor,Mr Deepak kumar Bandhuja,ajay.bamdhuj@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Bandhuja Agrofusion Pvt. Ltd.+Biotech+Park,+Bulinding+B2,+Sector+G,+Kursi+Road,+Lucknow+Uttar Pradesh+226021+India"
,31343381,,Jeet Nutrition,Amino Acids manufacturer,Raw material,,"Shop, No 950 Sec 23 a Near Dhavan Office N.i.t  Faridabad, Haryana, 121004, India",,/jeet-nutrition-31343381/,,,,17,Rs 5000000 Lakhs,,,,,,Proprietor,Mr Jeet  Bagel ,jeetsinghbaghel15@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Jeet Nutrition+Shop,+No+950+Sec+23+a+Near+Dhavan+Office+N.i.t+Faridabad+Haryana+121004+India"
